"Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","Referee","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","Season","Competition","Country"
"SC0","06/04/2024","St Mirren","Hearts",1,2,"A",0,1,"A","A Muir",6,10,1,2,14,5,8,7,1,2,0,0,"2023/24","Scotland Premiership","Scotland"
"SC0","07/04/2024","Rangers","Celtic",3,3,"D",0,2,"A","J Beaton",12,14,5,7,10,23,3,2,0,4,0,0,"2023/24","Scotland Premiership","Scotland"
"SC0","13/04/2024","Aberdeen","Dundee",0,0,"D",0,0,"D","N Walsh",12,18,5,3,14,17,3,5,0,3,1,0,"2023/24","Scotland Premiership","Scotland"
"SC0","13/04/2024","Celtic","St Mirren",3,0,"H",0,0,"D","S McLean",18,2,9,0,7,12,11,1,0,2,0,0,"2023/24","Scotland Premiership","Scotland"
"SC0","13/04/2024","Hearts","Livingston",4,2,"H",4,2,"H","C Steven",13,8,5,3,9,17,5,5,1,0,0,1,"2023/24","Scotland Premiership","Scotland"
"SC0","13/04/2024","Motherwell","Hibernian",1,1,"D",0,0,"D","W Collum",8,8,1,4,7,10,4,6,2,4,0,0,"2023/24","Scotland Premiership","Scotland"
"SC0","13/04/2024","St Johnstone","Kilmarnock",0,2,"A",0,1,"A","C Scott",11,17,3,5,8,14,2,6,0,0,0,0,"2023/24","Scotland Premiership","Scotland"
"SC0","14/04/2024","Ross County","Rangers",3,2,"H",0,1,"A","M MacDermid",13,28,6,7,6,10,3,17,3,1,0,0,"2023/24","Scotland Premiership","Scotland"
"SC0","17/04/2024","Dundee","Rangers",0,0,"D",0,0,"D","D Robertson",7,17,1,5,11,13,2,9,1,0,0,0,"2023/24","Scotland Premiership","Scotland"
"SC0","27/04/2024","Aberdeen","Motherwell",1,0,"H",0,0,"D","C Napier",23,8,5,3,9,14,10,7,1,0,0,1,"2023/24","Scotland Premiership","Scotland"
"SC0","27/04/2024","Kilmarnock","Hearts",0,0,"D",0,0,"D","R Hardie",16,14,2,4,9,6,8,4,4,0,0,0,"2023/24","Scotland Premiership","Scotland"
"SC0","27/04/2024","Livingston","Ross County",2,0,"H",1,0,"H","W Collum",6,14,4,4,13,13,4,5,1,0,0,0,"2023/24","Scotland Premiership","Scotland"
"SC0","27/04/2024","St Johnstone","Hibernian",1,3,"A",0,2,"A","D Munro",9,16,3,8,11,8,1,7,0,1,0,0,"2023/24","Scotland Premiership","Scotland"
"SC0","28/04/2024","St Mirren","Rangers",1,2,"A",1,1,"D","N Walsh",12,20,5,6,12,12,4,8,1,1,0,0,"2023/24","Scotland Premiership","Scotland"
"SC0","28/04/2024","Dundee","Celtic",1,2,"A",0,1,"A","J Beaton",11,13,6,6,10,7,8,8,0,1,0,0,"2023/24","Scotland Premiership","Scotland"
"SC0","04/05/2024","Aberdeen","St Johnstone",1,0,"H",0,0,"D","C Graham",15,12,6,5,10,15,7,4,1,2,0,0,"2023/24","Scotland Premiership","Scotland"
"SC0","04/05/2024","Celtic","Hearts",3,0,"H",2,0,"H","K Clancy",17,5,8,2,13,7,17,8,0,2,0,0,"2023/24","Scotland Premiership","Scotland"
"SC0","04/05/2024","Dundee","St Mirren",1,3,"A",0,1,"A","M MacDermid",10,12,4,7,8,9,4,8,2,1,0,0,"2023/24","Scotland Premiership","Scotland"
"SC0","04/05/2024","Motherwell","Livingston",4,1,"H",2,0,"H","D Munro",14,5,6,1,2,2,6,2,2,0,0,0,"2023/24","Scotland Premiership","Scotland"
"SC0","04/05/2024","Ross County","Hibernian",2,1,"H",1,1,"D","D Robertson",12,20,4,5,3,8,5,7,1,0,0,0,"2023/24","Scotland Premiership","Scotland"
"SC0","05/05/2024","Rangers","Kilmarnock",4,1,"H",1,1,"D","D Dickinson",41,5,15,2,11,9,16,1,0,2,0,1,"2023/24","Scotland Premiership","Scotland"
"SC0","11/05/2024","Celtic","Rangers",2,1,"H",2,1,"H","W Collum",22,8,6,1,14,17,10,5,3,0,0,1,"2023/24","Scotland Premiership","Scotland"
"SC0","11/05/2024","Hearts","Dundee",3,0,"H",1,0,"H","N Walsh",16,15,8,4,8,8,2,5,0,3,0,0,"2023/24","Scotland Premiership","Scotland"
"SC0","11/05/2024","Livingston","St Johnstone",2,1,"H",0,1,"A","J Beaton",15,25,8,7,12,9,4,8,2,1,0,0,"2023/24","Scotland Premiership","Scotland"
"SC0","11/05/2024","Ross County","Motherwell",1,5,"A",1,2,"A","K Clancy",14,14,2,7,14,4,8,5,3,2,0,0,"2023/24","Scotland Premiership","Scotland"
"SC0","11/05/2024","St Mirren","Kilmarnock",0,1,"A",0,1,"A","E Anderson",10,15,2,4,10,13,8,5,0,2,0,0,"2023/24","Scotland Premiership","Scotland"
"SC0","12/05/2024","Hibernian","Aberdeen",0,4,"A",0,2,"A","G Irvine",16,16,4,4,13,5,8,3,2,1,0,0,"2023/24","Scotland Premiership","Scotland"
"SC0","14/05/2024","Rangers","Dundee",5,2,"H",1,2,"A","M MacDermid",31,11,13,5,6,6,6,5,0,0,0,0,"2023/24","Scotland Premiership","Scotland"
"SC0","15/05/2024","Kilmarnock","Celtic",0,5,"A",0,3,"A","D Robertson",12,30,2,12,7,12,2,9,2,0,0,0,"2023/24","Scotland Premiership","Scotland"
"SC0","15/05/2024","Aberdeen","Livingston",5,1,"H",0,0,"D","A Muir",17,9,7,3,13,18,6,3,2,2,0,0,"2023/24","Scotland Premiership","Scotland"
"SC0","15/05/2024","Hibernian","Motherwell",3,0,"H",2,0,"H","I Snedden",12,9,5,3,6,5,8,4,1,1,0,0,"2023/24","Scotland Premiership","Scotland"
"SC0","15/05/2024","St Johnstone","Ross County",1,1,"D",0,1,"A","N Walsh",9,10,3,5,6,11,4,4,1,4,0,0,"2023/24","Scotland Premiership","Scotland"
"SC0","15/05/2024","St Mirren","Hearts",2,2,"D",1,1,"D","J Beaton",14,10,5,4,7,10,4,3,0,0,0,0,"2023/24","Scotland Premiership","Scotland"
"SC0","18/05/2024","Celtic","St Mirren",3,2,"H",2,2,"D","M MacDermid",12,9,4,3,7,9,11,3,0,0,0,0,"2023/24","Scotland Premiership","Scotland"
"SC0","18/05/2024","Dundee","Kilmarnock",1,1,"D",1,1,"D","C Scott",11,11,2,3,7,10,4,3,1,3,0,1,"2023/24","Scotland Premiership","Scotland"
"SC0","18/05/2024","Hearts","Rangers",3,3,"D",1,0,"H","D Robertson",13,22,4,10,10,11,2,6,1,1,0,0,"2023/24","Scotland Premiership","Scotland"
"SC0","19/05/2024","Livingston","Hibernian",1,1,"D",0,0,"D","D Munro",4,13,2,3,6,8,4,9,0,1,0,0,"2023/24","Scotland Premiership","Scotland"
"SC0","19/05/2024","Motherwell","St Johnstone",1,2,"A",0,2,"A","C Steven",13,9,5,4,7,9,7,3,0,1,0,0,"2023/24","Scotland Premiership","Scotland"
"SC0","19/05/2024","Ross County","Aberdeen",2,2,"D",1,1,"D","C Graham",15,11,6,4,14,10,3,7,4,1,0,1,"2023/24","Scotland Premiership","Scotland"
"SC0","03/08/2024","Hearts","Rangers",0,0,"D",0,0,"D","N Walsh",17,7,3,3,14,11,8,7,3,1,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","03/08/2024","Motherwell","Ross County",0,0,"D",0,0,"D","J Beaton",11,13,6,3,5,13,9,3,0,2,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","04/08/2024","Dundee United","Dundee",2,2,"D",2,1,"H","D Dickinson",9,10,5,6,7,6,5,6,2,0,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","04/08/2024","St Mirren","Hibernian",3,0,"H",0,0,"D","M MacDermid",11,14,3,1,9,0,4,8,3,1,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","04/08/2024","Celtic","Kilmarnock",4,0,"H",2,0,"H","D Robertson",20,4,10,2,7,12,10,1,0,2,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","05/08/2024","St Johnstone","Aberdeen",1,2,"A",0,1,"A","K Clancy",18,21,8,10,11,13,12,7,2,1,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","10/08/2024","Rangers","Motherwell",2,1,"H",2,1,"H","K Clancy",19,7,9,1,9,8,6,4,2,0,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","10/08/2024","Ross County","Dundee United",1,1,"D",0,0,"D","C Napier",21,12,5,2,11,13,7,5,1,2,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","10/08/2024","Dundee","Hearts",3,1,"H",3,0,"H","D Robertson",11,14,6,3,8,12,2,10,3,4,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","11/08/2024","Hibernian","Celtic",0,2,"A",0,2,"A","N Walsh",4,19,0,7,11,10,3,5,2,1,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","11/08/2024","Aberdeen","St Mirren",3,1,"H",1,1,"D","G Irvine",11,10,3,5,15,14,6,2,2,3,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","11/08/2024","Kilmarnock","St Johnstone",0,3,"A",0,2,"A","C Graham",14,12,2,7,14,14,4,4,3,4,1,0,"2024/25","Scotland Premiership","Scotland"
"SC0","24/08/2024","Dundee United","St Johnstone",2,0,"H",0,0,"D","D Robertson",3,10,2,1,14,11,2,6,2,2,0,1,"2024/25","Scotland Premiership","Scotland"
"SC0","24/08/2024","Hibernian","Dundee",2,2,"D",1,1,"D","C Steven",13,9,2,5,14,15,5,4,4,4,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","24/08/2024","Rangers","Ross County",6,0,"H",2,0,"H","R Hardie",17,4,9,2,10,12,5,0,1,3,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","25/08/2024","St Mirren","Celtic",0,3,"A",0,2,"A","C Graham",3,21,1,8,12,7,2,10,2,1,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","25/08/2024","Aberdeen","Kilmarnock",2,0,"H",1,0,"H","M MacDermid",12,7,3,2,14,12,8,6,3,0,0,1,"2024/25","Scotland Premiership","Scotland"
"SC0","25/08/2024","Motherwell","Hearts",3,1,"H",1,0,"H","J Beaton",14,9,6,3,8,17,8,7,1,4,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","31/08/2024","Dundee","St Mirren",2,2,"D",1,2,"A","L Wilson",14,14,5,6,9,16,6,1,2,4,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","31/08/2024","St Johnstone","Motherwell",1,2,"A",0,1,"A","I Snedden",13,14,5,6,12,11,4,13,1,0,1,0,"2024/25","Scotland Premiership","Scotland"
"SC0","31/08/2024","Ross County","Aberdeen",0,1,"A",0,0,"D","E Anderson",8,9,4,3,11,13,1,12,3,1,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","01/09/2024","Celtic","Rangers",3,0,"H",2,0,"H","J Beaton",14,13,4,4,12,11,7,4,4,5,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","01/09/2024","Hearts","Dundee United",0,1,"A",0,0,"D","N Walsh",14,12,2,3,15,6,6,4,2,4,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","01/09/2024","Kilmarnock","Hibernian",1,1,"D",0,0,"D","C Scott",14,9,3,4,10,17,4,7,2,3,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","14/09/2024","Aberdeen","Motherwell",2,1,"H",1,0,"H","C Graham",11,13,4,4,14,16,6,5,4,5,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","14/09/2024","Celtic","Hearts",2,0,"H",0,0,"D","C Steven",18,7,6,3,9,11,5,3,1,1,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","14/09/2024","Hibernian","St Johnstone",2,0,"H",1,0,"H","N Walsh",17,5,4,1,6,17,5,7,1,4,0,1,"2024/25","Scotland Premiership","Scotland"
"SC0","14/09/2024","Ross County","Dundee",2,0,"H",2,0,"H","G Irvine",9,8,5,3,13,12,3,8,2,1,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","14/09/2024","St Mirren","Kilmarnock",2,2,"D",2,1,"H","M MacDermid",14,11,2,3,15,9,3,10,2,3,0,1,"2024/25","Scotland Premiership","Scotland"
"SC0","15/09/2024","Dundee United","Rangers",0,1,"A",0,1,"A","D Robertson",5,11,0,6,11,13,4,4,4,6,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","21/09/2024","Ross County","St Johnstone",3,3,"D",1,1,"D","D McFarlane",14,8,6,3,13,15,1,3,2,4,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","21/09/2024","St Mirren","Hearts",2,1,"H",2,1,"H","D Robertson",11,9,2,2,14,9,5,4,3,3,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","28/09/2024","Dundee","Aberdeen",1,2,"A",1,2,"A","C Scott",14,8,6,2,6,8,10,4,0,3,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","28/09/2024","Hearts","Ross County",1,1,"D",0,1,"A","I Snedden",21,13,8,2,8,8,11,5,1,4,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","28/09/2024","Kilmarnock","Dundee United",3,3,"D",0,1,"A","C Napier",15,19,3,8,8,12,7,3,1,2,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","28/09/2024","Motherwell","St Mirren",2,1,"H",2,1,"H","L Wilson",9,15,4,9,12,13,9,6,4,2,1,1,"2024/25","Scotland Premiership","Scotland"
"SC0","28/09/2024","St Johnstone","Celtic",0,6,"A",0,3,"A","D Robertson",5,19,1,11,9,8,3,13,1,1,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","29/09/2024","Rangers","Hibernian",1,0,"H",1,0,"H","N Walsh",18,18,4,3,11,12,4,7,2,2,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","05/10/2024","Dundee","Kilmarnock",2,3,"A",1,0,"H","G Irvine",10,25,3,5,13,9,2,10,1,1,1,0,"2024/25","Scotland Premiership","Scotland"
"SC0","05/10/2024","Hibernian","Motherwell",1,2,"A",0,0,"D","M MacDermid",17,11,7,5,18,6,10,5,3,3,1,0,"2024/25","Scotland Premiership","Scotland"
"SC0","05/10/2024","St Mirren","Dundee United",0,1,"A",0,0,"D","R Hardie",16,12,3,3,4,6,3,3,0,3,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","06/10/2024","Ross County","Celtic",1,2,"A",1,0,"H","K Clancy",8,23,5,6,11,11,1,9,3,1,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","06/10/2024","Aberdeen","Hearts",3,2,"H",1,1,"D","A Beaton",11,11,3,3,8,17,2,5,1,4,0,1,"2024/25","Scotland Premiership","Scotland"
"SC0","06/10/2024","Rangers","St Johnstone",2,0,"H",1,0,"H","D Dickinson",21,10,6,2,22,12,7,3,1,1,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","19/10/2024","Celtic","Aberdeen",2,2,"D",2,0,"H","N Walsh",32,8,7,4,12,15,19,2,1,5,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","19/10/2024","Dundee United","Hibernian",3,2,"H",1,1,"D","C Graham",8,8,4,4,14,14,5,5,2,2,0,1,"2024/25","Scotland Premiership","Scotland"
"SC0","19/10/2024","Hearts","St Mirren",4,0,"H",1,0,"H","C Steven",12,5,4,0,10,15,1,6,0,5,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","19/10/2024","Motherwell","Dundee",0,1,"A",0,1,"A","E Anderson",10,15,3,4,10,13,3,5,0,2,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","19/10/2024","St Johnstone","Ross County",3,0,"H",2,0,"H","J Beaton",18,7,7,1,8,12,5,3,1,0,0,2,"2024/25","Scotland Premiership","Scotland"
"SC0","20/10/2024","Kilmarnock","Rangers",1,0,"H",0,0,"D","S McLean",10,15,3,3,12,13,1,6,1,3,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","26/10/2024","Dundee","St Johnstone",1,2,"A",1,0,"H","K Clancy",8,20,4,4,10,10,2,3,3,2,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","26/10/2024","Ross County","Kilmarnock",2,1,"H",0,1,"A","M MacDermid",14,9,3,2,10,10,5,5,1,2,0,1,"2024/25","Scotland Premiership","Scotland"
"SC0","26/10/2024","Aberdeen","Dundee United",1,0,"H",0,0,"D","S McLean",12,8,5,0,9,18,8,2,1,3,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","27/10/2024","Hibernian","Hearts",1,1,"D",0,0,"D","D Robertson",12,11,7,2,11,12,1,6,2,3,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","27/10/2024","Motherwell","Celtic",0,3,"A",0,1,"A","D Dickinson",9,21,2,10,11,9,3,10,1,2,1,0,"2024/25","Scotland Premiership","Scotland"
"SC0","27/10/2024","Rangers","St Mirren",2,1,"H",1,1,"D","C Scott",16,8,7,3,10,9,7,3,2,2,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","30/10/2024","Celtic","Dundee",2,0,"H",0,0,"D","R Hardie",24,3,5,1,12,7,7,2,1,2,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","30/10/2024","Dundee United","Motherwell",1,2,"A",1,1,"D","L Wilson",17,9,5,3,11,12,11,3,3,4,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","30/10/2024","Hearts","Kilmarnock",1,2,"A",1,0,"H","E Anderson",18,15,5,4,14,9,10,1,1,3,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","30/10/2024","Ross County","Hibernian",0,0,"D",0,0,"D","G Irvine",13,12,2,2,10,13,4,2,1,1,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","30/10/2024","St Mirren","St Johnstone",3,1,"H",1,1,"D","S McLean",17,5,5,2,14,9,9,2,2,1,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","30/10/2024","Aberdeen","Rangers",2,1,"H",1,0,"H","J Beaton",19,17,6,3,6,20,4,6,5,3,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","02/11/2024","St Johnstone","Hearts",1,2,"A",0,1,"A","C Graham",13,13,5,2,13,12,6,9,2,4,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","02/11/2024","St Mirren","Ross County",0,0,"D",0,0,"D","D Robertson",11,7,3,3,13,8,6,5,2,1,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","03/11/2024","Dundee","Kilmarnock",3,2,"H",1,2,"A","D McFarlane",17,15,5,4,16,8,7,1,2,1,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","03/11/2024","Hibernian","Dundee United",1,1,"D",1,0,"H","C Steven",15,8,3,2,10,12,13,2,0,2,1,0,"2024/25","Scotland Premiership","Scotland"
"SC0","09/11/2024","Dundee United","Ross County",3,0,"H",0,0,"D","J Beaton",15,9,4,0,11,10,5,3,1,1,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","09/11/2024","Hibernian","St Mirren",1,2,"A",0,2,"A","I Snedden",12,15,2,5,11,13,5,5,2,2,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","09/11/2024","Motherwell","St Johnstone",2,1,"H",2,0,"H","R Hardie",15,12,4,4,14,10,3,3,1,0,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","09/11/2024","Aberdeen","Dundee",4,1,"H",0,0,"D","D Dickinson",18,13,8,5,12,16,7,4,3,1,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","10/11/2024","Kilmarnock","Celtic",0,2,"A",0,1,"A","N Walsh",18,10,6,6,14,10,6,4,3,3,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","10/11/2024","Rangers","Hearts",1,0,"H",1,0,"H","M MacDermid",20,5,3,0,8,9,9,6,2,3,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","23/11/2024","St Johnstone","Kilmarnock",1,0,"H",0,0,"D","I Snedden",10,12,4,1,11,10,4,14,2,1,0,1,"2024/25","Scotland Premiership","Scotland"
"SC0","23/11/2024","Ross County","Motherwell",2,1,"H",0,0,"D","C Graham",16,8,4,3,18,13,12,3,1,1,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","23/11/2024","Rangers","Dundee United",1,1,"D",0,1,"A","D Robertson",29,5,9,1,5,13,9,1,1,3,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","23/11/2024","St Mirren","Aberdeen",2,1,"H",1,0,"H","K Beaton",16,15,6,4,11,12,7,3,3,5,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","23/11/2024","Dundee","Hibernian",4,1,"H",3,1,"H","N Walsh",17,12,6,1,6,14,8,2,3,1,0,1,"2024/25","Scotland Premiership","Scotland"
"SC0","23/11/2024","Hearts","Celtic",1,4,"A",0,0,"D","S McLean",9,13,4,9,7,8,1,6,1,1,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","26/11/2024","Hibernian","Aberdeen",3,3,"D",1,0,"H","C Scott",21,15,4,6,14,10,9,6,3,1,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","30/11/2024","Celtic","Ross County",5,0,"H",5,0,"H","C Scott",25,2,9,1,11,6,19,0,0,1,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","30/11/2024","Dundee United","St Mirren",2,0,"H",0,0,"D","M MacDermid",15,10,6,1,5,12,4,8,2,2,0,1,"2024/25","Scotland Premiership","Scotland"
"SC0","30/11/2024","Kilmarnock","Dundee",1,1,"D",0,0,"D","R Hardie",20,10,5,4,9,11,6,3,2,2,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","30/11/2024","Motherwell","Hibernian",0,3,"A",0,2,"A","G Irvine",7,17,3,8,10,14,3,4,0,0,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","01/12/2024","St Johnstone","Rangers",0,1,"A",0,0,"D","S McLean",4,17,1,10,9,14,3,5,2,2,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","01/12/2024","Hearts","Aberdeen",1,1,"D",0,1,"A","K Clancy",16,8,2,3,9,17,9,6,1,5,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","04/12/2024","Dundee","Motherwell",4,1,"H",1,1,"D","J Beaton",9,24,4,6,12,15,4,10,2,2,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","04/12/2024","Rangers","Kilmarnock",6,0,"H",1,0,"H","N Walsh",28,1,11,0,6,8,7,4,0,2,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","04/12/2024","Aberdeen","Celtic",0,1,"A",0,0,"D","D Robertson",8,15,4,4,12,11,2,10,3,1,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","07/12/2024","Aberdeen","St Johnstone",1,1,"D",0,1,"A","R Hardie",7,6,2,3,10,19,6,1,5,4,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","07/12/2024","Celtic","Hibernian",3,0,"H",1,0,"H","C Graham",21,14,11,9,8,7,14,7,1,2,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","07/12/2024","Dundee United","Kilmarnock",1,1,"D",0,0,"D","S McLean",22,14,7,7,14,7,9,1,3,1,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","07/12/2024","Hearts","Dundee",2,0,"H",2,0,"H","C Steven",19,6,8,0,11,13,6,4,2,3,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","07/12/2024","St Mirren","Motherwell",0,1,"A",0,0,"D","D McFarlane",11,9,6,4,16,15,7,2,3,3,1,0,"2024/25","Scotland Premiership","Scotland"
"SC0","08/12/2024","Ross County","Rangers",0,3,"A",0,2,"A","K Clancy",10,19,2,9,9,13,8,10,1,1,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","14/12/2024","Hibernian","Ross County",3,1,"H",1,1,"D","L Wilson",19,13,7,4,7,9,9,15,1,4,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","14/12/2024","Motherwell","Dundee United",4,3,"H",3,1,"H","N Walsh",12,17,6,9,8,16,2,3,2,3,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","14/12/2024","St Johnstone","St Mirren",2,3,"A",0,1,"A","E Anderson",9,8,3,4,11,14,1,2,2,2,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","15/12/2024","Kilmarnock","Hearts",1,0,"H",1,0,"H","D Robertson",7,14,5,4,6,11,3,6,1,2,1,0,"2024/25","Scotland Premiership","Scotland"
"SC0","20/12/2024","Motherwell","Kilmarnock",1,1,"D",1,0,"H","C Graham",4,12,1,5,14,17,2,8,1,4,1,0,"2024/25","Scotland Premiership","Scotland"
"SC0","21/12/2024","Aberdeen","Hibernian",1,3,"A",1,2,"A","S McLean",14,7,2,4,6,12,5,6,2,2,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","21/12/2024","Rangers","Dundee",1,0,"H",0,0,"D","M MacDermid",21,5,4,1,12,3,6,3,2,2,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","21/12/2024","Ross County","St Mirren",1,2,"A",0,1,"A","I Snedden",13,14,1,5,7,13,4,2,0,2,0,1,"2024/25","Scotland Premiership","Scotland"
"SC0","22/12/2024","Dundee United","Celtic",0,0,"D",0,0,"D","D Dickinson",2,17,2,3,11,8,3,9,2,1,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","22/12/2024","Hearts","St Johnstone",2,1,"H",1,0,"H","J Beaton",11,8,6,2,11,13,8,0,2,1,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","26/12/2024","Hearts","Hibernian",1,2,"A",1,1,"D","N Walsh",15,12,5,6,10,10,6,3,2,1,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","26/12/2024","Celtic","Motherwell",4,0,"H",1,0,"H","R Hardie",23,2,7,0,10,10,6,3,1,5,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","26/12/2024","Dundee","Ross County",0,3,"A",0,1,"A","D Robertson",9,22,2,7,9,8,5,5,0,2,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","26/12/2024","Kilmarnock","Aberdeen",4,0,"H",1,0,"H","C Scott",22,7,8,3,11,13,7,3,0,4,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","26/12/2024","St Johnstone","Dundee United",1,2,"A",1,0,"H","K Clancy",11,13,4,4,7,14,4,10,2,1,0,1,"2024/25","Scotland Premiership","Scotland"
"SC0","26/12/2024","St Mirren","Rangers",2,1,"H",1,0,"H","D Dickinson",7,21,3,5,9,9,7,6,1,3,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","29/12/2024","Celtic","St Johnstone",4,0,"H",1,0,"H","M MacDermid",30,1,11,0,8,1,12,2,0,1,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","29/12/2024","Hibernian","Kilmarnock",1,0,"H",1,0,"H","D McFarlane",7,6,2,3,8,13,5,10,1,2,0,1,"2024/25","Scotland Premiership","Scotland"
"SC0","29/12/2024","Motherwell","Rangers",2,2,"D",2,0,"H","K Clancy",8,23,4,9,12,13,3,6,4,3,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","29/12/2024","Ross County","Hearts",2,2,"D",0,1,"A","R Hardie",14,10,4,4,9,13,10,5,0,0,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","29/12/2024","St Mirren","Dundee",1,2,"A",1,1,"D","N Walsh",14,8,5,5,10,5,5,9,1,2,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","29/12/2024","Dundee United","Aberdeen",1,0,"H",0,0,"D","J Beaton",19,9,6,2,12,14,9,1,4,3,0,0,"2024/25","Scotland Premiership","Scotland"
"SC0","02/01/2025","Aberdeen","Ross County",1,2,"A",1,1,"D","D Dickinson",19,9,4,4,14,14,9,4,2,3,0,0,"2024/25","Scotland Premiership","Scotland"
