"Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","Referee","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","Season"
"SC0","03/04/11","Hibernian","Hearts",2,2,"D",1,1,"D","I Brines",18,7,9,4,12,6,3,6,2,2,0,1,"2010/11"
"SC0","05/04/11","St Johnstone","Rangers",0,2,"A",0,1,"A","C Allan",6,10,5,5,6,9,4,3,2,1,0,0,"2010/11"
"SC0","06/04/11","Celtic","Hibernian",3,1,"H",3,0,"H","E Norris",14,4,7,1,7,13,4,5,2,4,0,0,"2010/11"
"SC0","06/04/11","Motherwell","Dundee United",2,1,"H",2,0,"H","S O'Reilly",5,12,4,8,7,16,2,8,0,0,0,0,"2010/11"
"SC0","06/04/11","St Mirren","Aberdeen",3,2,"H",1,0,"H","G Salmond",7,11,6,3,17,13,3,8,2,1,0,0,"2010/11"
"SC0","09/04/11","Aberdeen","Hibernian",0,1,"A",0,1,"A","B Madden",13,4,4,2,9,11,8,2,1,2,0,0,"2010/11"
"SC0","09/04/11","Celtic","St Mirren",1,0,"H",0,0,"D","C Murray",11,6,2,1,7,9,6,3,0,1,0,0,"2010/11"
"SC0","09/04/11","Dundee United","St Johnstone",2,0,"H",1,0,"H","M Tumilty",8,5,2,2,10,9,7,5,3,3,0,1,"2010/11"
"SC0","09/04/11","Hearts","Motherwell",0,0,"D",0,0,"D","C Thomson",7,4,2,0,8,5,8,3,2,1,0,0,"2010/11"
"SC0","09/04/11","Kilmarnock","Inverness C",1,1,"D",1,1,"D","J McKendrick",6,6,5,2,6,13,7,4,0,1,0,0,"2010/11"
"SC0","10/04/11","Hamilton","Rangers",0,1,"A",0,1,"A","A Muir",6,10,1,7,9,10,3,2,1,3,0,0,"2010/11"
"SC0","12/04/11","St Johnstone","Celtic",0,1,"A",0,1,"A","I Brines",4,12,2,7,11,17,3,5,2,1,0,0,"2010/11"
"SC0","13/04/11","Aberdeen","Rangers",0,1,"A",0,1,"A","C Murray",8,10,3,5,16,9,1,7,1,2,0,0,"2010/11"
"SC0","16/04/11","Inverness C","Hearts",1,1,"D",1,0,"H","C Allan",12,8,6,7,12,9,5,8,4,2,1,0,"2010/11"
"SC0","16/04/11","Rangers","St Mirren",2,1,"H",1,1,"D","E Norris",10,5,3,3,11,14,4,3,0,2,0,0,"2010/11"
"SC0","17/04/11","Hibernian","Hamilton",1,2,"A",0,2,"A","B Winter",24,6,15,1,8,8,16,2,1,1,0,0,"2010/11"
"SC0","19/04/11","Dundee United","Rangers",0,4,"A",0,1,"A","W Collum",2,9,1,4,14,11,2,7,1,2,3,0,"2010/11"
"SC0","20/04/11","Kilmarnock","Celtic",0,4,"A",0,3,"A","A Muir",4,16,4,9,6,5,1,8,2,2,0,0,"2010/11"
"SC0","23/04/11","Dundee United","Kilmarnock",4,2,"H",2,0,"H","B Winter",16,10,6,9,11,7,7,6,3,3,0,0,"2010/11"
"SC0","23/04/11","Hearts","Motherwell",3,3,"D",2,0,"H","W Collum",14,10,5,8,14,14,7,11,2,4,0,0,"2010/11"
"SC0","24/04/11","Hibernian","St Mirren",1,1,"D",1,1,"D","A Muir",7,3,2,2,14,9,2,6,1,3,0,0,"2010/11"
"SC0","24/04/11","Rangers","Celtic",0,0,"D",0,0,"D","C Thomson",13,13,4,9,14,21,8,8,2,3,0,0,"2010/11"
"SC0","25/04/11","Hamilton","Aberdeen",1,1,"D",0,0,"D","C Murray",15,15,9,9,12,11,8,6,1,1,0,0,"2010/11"
"SC0","25/04/11","St Johnstone","Inverness C",0,3,"A",0,1,"A","B Madden",19,12,11,7,11,17,6,5,2,0,0,0,"2010/11"
"SC0","30/04/11","Aberdeen","Inverness C",1,0,"H",0,0,"D","G Salmond",11,10,5,5,21,15,5,6,1,2,0,0,"2010/11"
"SC0","30/04/11","Hibernian","St Johnstone",1,2,"A",1,0,"H","C Allan",7,9,3,3,18,12,6,4,2,1,0,0,"2010/11"
"SC0","30/04/11","Kilmarnock","Hearts",2,2,"D",0,0,"D","E Norris",14,6,6,2,11,20,4,4,5,3,0,0,"2010/11"
"SC0","30/04/11","Motherwell","Rangers",0,5,"A",0,1,"A","M Tumilty",5,13,3,10,8,8,5,2,3,1,0,0,"2010/11"
"SC0","01/05/11","Celtic","Dundee United",4,1,"H",1,0,"H","I Brines",22,7,15,3,6,8,10,4,0,1,0,0,"2010/11"
"SC0","02/05/11","St Mirren","Hamilton",0,1,"A",0,0,"D","C Thomson",9,19,6,11,15,14,7,2,1,2,1,1,"2010/11"
"SC0","04/05/11","Inverness C","Celtic",3,2,"H",1,1,"D","S O'Reilly",9,14,5,6,16,10,5,11,2,2,0,0,"2010/11"
"SC0","07/05/11","Aberdeen","St Johnstone",0,2,"A",0,1,"A","J McKendrick",2,7,1,3,8,2,3,6,1,0,0,0,"2010/11"
"SC0","07/05/11","Dundee United","Motherwell",4,0,"H",2,0,"H","B Winter",14,1,8,0,6,12,5,5,0,2,0,0,"2010/11"
"SC0","07/05/11","Hamilton","Hibernian",1,0,"H",1,0,"H","M Tumilty",13,10,7,2,6,7,6,4,0,2,0,1,"2010/11"
"SC0","07/05/11","Inverness C","St Mirren",1,0,"H",0,0,"D","B Madden",8,10,3,4,12,11,5,6,0,1,1,0,"2010/11"
"SC0","07/05/11","Rangers","Hearts",4,0,"H",3,0,"H","I Brines",16,6,9,2,14,8,10,0,4,3,0,1,"2010/11"
"SC0","08/05/11","Kilmarnock","Celtic",0,2,"A",0,1,"A","W Collum",3,9,1,2,11,17,2,5,2,2,0,0,"2010/11"
"SC0","10/05/11","Aberdeen","St Mirren",0,1,"A",0,0,"D","E Norris",4,3,1,2,16,14,1,5,2,1,0,0,"2010/11"
"SC0","10/05/11","Rangers","Dundee United",2,0,"H",2,0,"H","C Murray",13,8,7,3,9,11,5,4,0,0,0,0,"2010/11"
"SC0","10/05/11","St Johnstone","Hamilton",1,0,"H",1,0,"H","S Conroy",7,6,4,3,4,9,7,2,0,1,0,1,"2010/11"
"SC0","11/05/11","Hearts","Celtic",0,3,"A",0,1,"A","C Thomson",4,13,2,9,19,14,3,5,3,2,1,1,"2010/11"
"SC0","11/05/11","Inverness C","Hibernian",2,0,"H",1,0,"H","S Finnie",7,11,6,3,9,10,6,8,0,0,0,0,"2010/11"
"SC0","11/05/11","Motherwell","Kilmarnock",1,1,"D",1,0,"H","C Allan",7,14,6,12,13,3,3,7,1,1,0,0,"2010/11"
"SC0","14/05/11","Hamilton","Inverness C",1,2,"A",0,1,"A","I Brines",6,2,3,2,11,14,6,2,1,1,0,0,"2010/11"
"SC0","14/05/11","Hibernian","Aberdeen",1,3,"A",1,0,"H","W Collum",15,11,7,10,11,10,5,7,2,0,0,0,"2010/11"
"SC0","14/05/11","St Mirren","St Johnstone",0,0,"D",0,0,"D","C Murray",11,11,4,2,11,18,4,2,0,1,0,0,"2010/11"
"SC0","15/05/11","Celtic","Motherwell",4,0,"H",2,0,"H","A Muir",22,6,15,1,7,13,9,3,1,1,0,0,"2010/11"
"SC0","15/05/11","Dundee United","Hearts",2,1,"H",1,1,"D","S O'Reilly",10,4,5,4,3,8,10,3,2,3,0,0,"2010/11"
"SC0","15/05/11","Kilmarnock","Rangers",1,5,"A",0,3,"A","C Thomson",14,15,10,10,16,14,3,8,2,2,0,0,"2010/11"
"SC0","23/07/11","Aberdeen","St Johnstone",0,0,"D",0,0,"D","S Conroy",9,6,4,2,7,13,14,5,1,2,1,0,"2011/12"
"SC0","23/07/11","Motherwell","Inverness C",3,0,"H",2,0,"H","S McLean",12,11,7,2,12,12,5,6,3,1,0,0,"2011/12"
"SC0","23/07/11","Rangers","Hearts",1,1,"D",0,1,"A","C Murray",7,10,4,8,9,13,4,4,1,1,0,0,"2011/12"
"SC0","24/07/11","Dundee United","Kilmarnock",1,1,"D",0,0,"D","A Muir",11,9,4,4,7,8,13,10,1,1,0,0,"2011/12"
"SC0","24/07/11","Hibernian","Celtic",0,2,"A",0,1,"A","I Brines",0,6,0,4,15,15,0,6,1,0,0,0,"2011/12"
"SC0","25/07/11","Dunfermline","St Mirren",0,0,"D",0,0,"D","S O'Reilly",5,16,1,7,17,18,2,9,3,2,0,0,"2011/12"
"SC0","30/07/11","Inverness C","Hibernian",0,1,"A",0,0,"D","S Conroy",10,5,2,4,3,9,8,4,0,1,0,0,"2011/12"
"SC0","30/07/11","Kilmarnock","Motherwell",0,0,"D",0,0,"D","G Salmond",10,5,4,3,5,6,7,14,0,0,0,0,"2011/12"
"SC0","30/07/11","St Johnstone","Rangers",0,2,"A",0,1,"A","A Muir",10,12,4,10,9,15,2,6,1,1,0,0,"2011/12"
"SC0","30/07/11","St Mirren","Aberdeen",1,0,"H",0,0,"D","E Norris",12,7,5,5,10,17,7,1,3,4,0,0,"2011/12"
"SC0","31/07/11","Hearts","Dundee United",0,1,"A",0,1,"A","B Winter",8,5,2,2,8,10,9,6,1,1,0,0,"2011/12"
"SC0","06/08/11","Dundee United","St Mirren",1,1,"D",0,1,"A","C Allan",26,7,10,4,9,9,9,1,1,3,0,1,"2011/12"
"SC0","06/08/11","Dunfermline","Inverness C",3,3,"D",1,0,"H","S Finnie",4,3,3,3,12,12,7,7,2,3,0,0,"2011/12"
"SC0","07/08/11","Aberdeen","Celtic",0,1,"A",0,0,"D","C Murray",6,25,3,13,11,9,5,5,2,1,0,0,"2011/12"
"SC0","07/08/11","Motherwell","Hearts",1,0,"H",0,0,"D","S O'Reilly",12,9,9,6,12,9,10,7,1,1,1,1,"2011/12"
"SC0","13/08/11","Celtic","Dundee United",5,1,"H",2,1,"H","C Thomson",17,6,9,3,10,14,5,7,1,3,0,0,"2011/12"
"SC0","13/08/11","Hearts","Aberdeen",3,0,"H",2,0,"H","S Conroy",7,7,6,1,11,18,1,3,1,1,0,0,"2011/12"
"SC0","13/08/11","Inverness C","Rangers",0,2,"A",0,0,"D","E Norris",6,8,3,4,11,9,1,5,2,2,1,1,"2011/12"
"SC0","13/08/11","St Johnstone","Dunfermline",0,1,"A",0,1,"A","G Salmond",7,5,3,3,12,11,6,3,1,2,0,1,"2011/12"
"SC0","13/08/11","St Mirren","Motherwell",0,1,"A",0,0,"D","I Brines",3,6,3,5,7,15,6,5,2,2,0,0,"2011/12"
"SC0","14/08/11","Kilmarnock","Hibernian",4,1,"H",2,1,"H","S McLean",15,10,8,4,6,20,3,3,0,3,0,0,"2011/12"
"SC0","20/08/11","Aberdeen","Inverness C",2,1,"H",2,0,"H","C Allan",14,11,7,6,12,6,6,6,0,3,0,0,"2011/12"
"SC0","20/08/11","Dundee United","Dunfermline",0,1,"A",0,0,"D","S O'Reilly",7,3,4,1,12,14,13,1,1,1,0,0,"2011/12"
"SC0","20/08/11","Hibernian","St Mirren",1,2,"A",1,2,"A","A Muir",9,6,1,3,16,9,6,2,1,1,0,0,"2011/12"
"SC0","21/08/11","Celtic","St Johnstone",0,1,"A",0,0,"D","B Winter",17,5,7,3,8,6,9,7,0,3,0,0,"2011/12"
"SC0","21/08/11","Kilmarnock","Hearts",0,0,"D",0,0,"D","C Murray",6,12,1,8,9,11,2,7,0,4,0,0,"2011/12"
"SC0","21/08/11","Motherwell","Rangers",0,3,"A",0,2,"A","C Thomson",5,16,5,9,8,11,10,6,1,2,0,0,"2011/12"
"SC0","27/08/11","Dunfermline","Motherwell",2,4,"A",0,2,"A","E Norris",8,6,2,4,12,6,3,3,2,1,0,0,"2011/12"
"SC0","27/08/11","Inverness C","Kilmarnock",2,1,"H",1,1,"D","B Madden",11,9,5,4,17,15,4,5,3,2,0,0,"2011/12"
"SC0","27/08/11","St Johnstone","Dundee United",3,3,"D",3,1,"H","C Richmond",10,13,7,6,12,13,8,6,2,0,0,0,"2011/12"
"SC0","28/08/11","Hearts","Hibernian",2,0,"H",1,0,"H","C Thomson",15,9,7,5,20,15,8,3,1,5,0,0,"2011/12"
"SC0","28/08/11","Rangers","Aberdeen",2,0,"H",1,0,"H","I Brines",15,8,7,4,10,7,3,2,2,1,0,0,"2011/12"
"SC0","28/08/11","St Mirren","Celtic",0,2,"A",0,2,"A","W Collum",13,13,8,7,12,13,10,6,0,0,0,0,"2011/12"
"SC0","10/09/11","Celtic","Motherwell",4,0,"H",2,0,"H","A Muir",16,4,8,1,10,8,6,8,1,2,0,0,"2011/12"
"SC0","10/09/11","Dundee United","Rangers",0,1,"A",0,0,"D","C Murray",13,13,5,6,9,7,10,10,2,3,1,0,"2011/12"
"SC0","10/09/11","Inverness C","Hearts",1,1,"D",0,0,"D","W Collum",6,5,3,3,15,12,2,6,1,2,0,0,"2011/12"
"SC0","10/09/11","Kilmarnock","Dunfermline",3,2,"H",2,1,"H","B Winter",7,6,4,2,1,4,3,5,1,3,0,0,"2011/12"
"SC0","10/09/11","St Mirren","St Johnstone",0,0,"D",0,0,"D","S McLean",10,8,4,1,10,17,4,2,3,4,0,0,"2011/12"
"SC0","11/09/11","Hibernian","Aberdeen",0,0,"D",0,0,"D","S O'Reilly",12,7,7,4,10,11,6,10,4,1,0,0,"2011/12"
"SC0","17/09/11","Aberdeen","Kilmarnock",2,2,"D",1,2,"A","I Brines",12,4,5,3,12,15,8,3,2,3,0,0,"2011/12"
"SC0","17/09/11","Dundee United","Inverness C",3,1,"H",2,1,"H","S Conroy",7,8,5,3,10,11,7,8,1,2,0,0,"2011/12"
"SC0","17/09/11","Dunfermline","Hibernian",2,2,"D",0,1,"A","C Murray",11,16,5,10,7,9,6,8,0,3,0,0,"2011/12"
"SC0","17/09/11","Hearts","St Mirren",2,0,"H",1,0,"H","C Richmond",5,1,0,1,11,10,13,2,1,3,0,0,"2011/12"
"SC0","17/09/11","Motherwell","St Johnstone",0,3,"A",0,1,"A","C Allan",6,7,3,6,3,12,5,4,0,2,0,0,"2011/12"
"SC0","18/09/11","Rangers","Celtic",4,2,"H",1,2,"A","C Thomson",13,6,6,5,8,19,3,3,0,2,0,1,"2011/12"
"SC0","24/09/11","Celtic","Inverness C",2,0,"H",2,0,"H","W Collum",7,4,4,2,7,13,5,9,0,1,0,0,"2011/12"
"SC0","24/09/11","Dunfermline","Rangers",0,4,"A",0,2,"A","I Brines",5,17,4,10,9,10,4,11,1,0,0,0,"2011/12"
"SC0","24/09/11","Hibernian","Dundee United",3,3,"D",1,2,"A","B Winter",9,7,7,4,8,7,7,4,2,2,0,0,"2011/12"
"SC0","24/09/11","Motherwell","Aberdeen",1,0,"H",0,0,"D","A Muir",8,8,5,7,10,18,2,5,1,2,0,0,"2011/12"
"SC0","24/09/11","St Mirren","Kilmarnock",3,0,"H",2,0,"H","S Finnie",11,7,5,4,11,8,1,9,2,3,0,0,"2011/12"
"SC0","25/09/11","St Johnstone","Hearts",2,0,"H",1,0,"H","S O'Reilly",6,7,3,4,17,10,5,6,3,4,0,0,"2011/12"
"SC0","27/09/11","Rangers","Kilmarnock",2,0,"H",0,0,"D","W Collum",23,6,9,2,9,9,13,7,1,3,0,0,"2011/12"
"SC0","28/09/11","Hibernian","St Johnstone",3,2,"H",2,1,"H","S Conroy",6,10,2,2,10,4,3,4,1,1,0,0,"2011/12"
"SC0","30/09/11","Aberdeen","Dunfermline",4,0,"H",3,0,"H","B Madden",27,6,12,3,13,5,15,4,0,0,0,0,"2011/12"
"SC0","01/10/11","Dundee United","Motherwell",1,3,"A",0,2,"A","S McLean",6,4,3,2,8,9,3,4,0,0,0,0,"2011/12"
"SC0","01/10/11","Inverness C","St Mirren",2,1,"H",1,1,"D","G Salmond",9,4,5,3,16,12,8,7,1,1,0,0,"2011/12"
"SC0","01/10/11","Kilmarnock","St Johnstone",1,2,"A",1,1,"D","I Brines",12,7,7,5,4,5,12,9,1,1,0,0,"2011/12"
"SC0","01/10/11","Rangers","Hibernian",1,0,"H",0,0,"D","S O'Reilly",16,10,10,3,7,12,6,3,1,1,0,0,"2011/12"
"SC0","02/10/11","Hearts","Celtic",2,0,"H",0,0,"D","C Thomson",7,13,4,7,16,17,3,12,2,1,0,1,"2011/12"
"SC0","15/10/11","Aberdeen","Dundee United",3,1,"H",1,0,"H","W Collum",6,7,3,1,16,11,2,7,1,2,0,0,"2011/12"
"SC0","15/10/11","Dunfermline","Hearts",0,2,"A",0,1,"A","S O'Reilly",1,7,0,4,10,11,6,2,3,1,0,0,"2011/12"
"SC0","15/10/11","Hibernian","Motherwell",0,1,"A",0,1,"A","E Norris",10,10,3,4,9,8,4,7,2,1,0,0,"2011/12"
"SC0","15/10/11","Kilmarnock","Celtic",3,3,"D",3,0,"H","S Conroy",11,14,7,8,14,10,3,2,3,3,0,0,"2011/12"
"SC0","15/10/11","Rangers","St Mirren",1,1,"D",0,0,"D","C Allan",19,12,13,6,9,8,8,9,0,2,0,0,"2011/12"
"SC0","15/10/11","St Johnstone","Inverness C",2,0,"H",1,0,"H","C Thomson",11,4,5,1,11,11,5,6,2,1,0,0,"2011/12"
"SC0","22/10/11","Dundee United","St Johnstone",0,0,"D",0,0,"D","A Muir",9,1,4,0,12,8,1,3,2,2,0,0,"2011/12"
"SC0","22/10/11","Inverness C","Dunfermline",1,1,"D",1,0,"H","S McLean",10,8,5,2,11,7,6,6,2,0,0,0,"2011/12"
"SC0","22/10/11","Motherwell","Kilmarnock",0,0,"D",0,0,"D","C Thomson",9,14,5,7,12,15,12,5,3,1,0,0,"2011/12"
"SC0","22/10/11","St Mirren","Hibernian",2,3,"A",2,3,"A","B Madden",16,7,8,5,5,17,6,3,1,1,0,0,"2011/12"
"SC0","23/10/11","Celtic","Aberdeen",2,1,"H",1,0,"H","S O'Reilly",15,2,7,1,4,17,7,4,0,5,0,1,"2011/12"
"SC0","23/10/11","Hearts","Rangers",0,2,"A",0,1,"A","C Murray",16,7,12,4,12,14,6,3,4,2,0,0,"2011/12"
"SC0","29/10/11","Aberdeen","Rangers",1,2,"A",0,0,"D","W Collum",7,9,5,5,16,13,1,2,4,2,1,0,"2011/12"
"SC0","29/10/11","Celtic","Hibernian",0,0,"D",0,0,"D","C Murray",8,9,4,4,8,14,0,3,0,1,0,0,"2011/12"
"SC0","29/10/11","Dunfermline","Dundee United",1,4,"A",0,2,"A","S O'Reilly",6,15,3,9,7,2,6,8,2,1,1,0,"2011/12"
"SC0","29/10/11","Hearts","Kilmarnock",0,1,"A",0,0,"D","A Muir",19,8,6,3,10,14,12,5,4,2,1,0,"2011/12"
"SC0","29/10/11","Inverness C","Motherwell",2,3,"A",1,1,"D","C Allan",12,5,7,3,11,10,6,4,1,2,1,0,"2011/12"
"SC0","29/10/11","St Johnstone","St Mirren",0,1,"A",0,0,"D","E Norris",9,13,3,4,10,6,6,9,1,1,0,0,"2011/12"
"SC0","05/11/11","Hibernian","Dunfermline",0,1,"A",0,1,"A","C Thomson",7,3,4,2,14,11,8,5,1,2,0,0,"2011/12"
"SC0","05/11/11","Kilmarnock","Inverness C",3,6,"A",1,1,"D","B Madden",4,13,3,10,12,10,3,6,2,2,0,0,"2011/12"
"SC0","05/11/11","Rangers","Dundee United",3,1,"H",1,0,"H","B Winter",8,5,5,2,5,8,3,2,2,1,1,0,"2011/12"
"SC0","05/11/11","St Mirren","Hearts",0,0,"D",0,0,"D","S Conroy",12,12,6,5,7,8,13,5,0,0,0,0,"2011/12"
"SC0","06/11/11","Motherwell","Celtic",1,2,"A",1,1,"D","C Richmond",4,5,3,4,20,8,11,2,2,1,1,0,"2011/12"
"SC0","19/11/11","Aberdeen","Motherwell",1,2,"A",1,1,"D","C Murray",11,3,3,2,9,8,5,3,0,0,0,0,"2011/12"
"SC0","19/11/11","Dundee United","Hearts",1,0,"H",1,0,"H","W Collum",4,7,1,3,11,6,4,6,4,2,0,0,"2011/12"
"SC0","19/11/11","Hibernian","Kilmarnock",1,1,"D",0,1,"A","S Finnie",7,16,5,10,16,10,0,3,3,1,0,0,"2011/12"
"SC0","19/11/11","Inverness C","Celtic",0,2,"A",0,0,"D","S O'Reilly",4,9,3,5,14,9,3,7,3,3,1,0,"2011/12"
"SC0","19/11/11","Rangers","St Johnstone",0,0,"D",0,0,"D","E Norris",9,5,7,2,16,6,1,6,2,3,0,0,"2011/12"
"SC0","19/11/11","St Mirren","Dunfermline",2,1,"H",2,0,"H","C Allan",16,7,8,3,11,16,8,4,1,1,0,0,"2011/12"
"SC0","23/11/11","Celtic","Dunfermline",2,1,"H",2,0,"H","B Madden",16,6,7,2,10,11,2,4,1,0,0,0,"2011/12"
"SC0","26/11/11","Celtic","St Mirren",5,0,"H",2,0,"H","S McLean",14,4,10,0,9,7,6,6,2,1,0,0,"2011/12"
"SC0","26/11/11","Dunfermline","Aberdeen",3,3,"D",0,1,"A","G Salmond",6,10,5,3,9,15,4,12,3,3,0,0,"2011/12"
"SC0","26/11/11","Hearts","Inverness C",2,1,"H",0,0,"D","C Thomson",14,7,12,2,9,10,5,3,2,1,0,0,"2011/12"
"SC0","26/11/11","Motherwell","Dundee United",0,0,"D",0,0,"D","I Brines",5,9,4,7,11,6,5,8,1,0,0,0,"2011/12"
"SC0","26/11/11","St Johnstone","Hibernian",3,1,"H",2,1,"H","B Madden",10,7,4,2,9,7,4,1,0,1,0,0,"2011/12"
"SC0","27/11/11","Kilmarnock","Rangers",1,0,"H",0,0,"D","A Muir",8,10,6,6,15,9,7,4,1,1,0,0,"2011/12"
"SC0","03/12/11","Hearts","St Johnstone",1,2,"A",0,1,"A","S O'Reilly",7,4,4,1,12,14,9,5,1,2,0,0,"2011/12"
"SC0","03/12/11","Kilmarnock","Aberdeen",2,0,"H",1,0,"H","C Allan",3,3,3,2,8,13,3,7,1,2,0,0,"2011/12"
"SC0","03/12/11","Rangers","Dunfermline",2,1,"H",2,1,"H","S Conroy",18,7,7,2,1,6,9,2,1,1,0,0,"2011/12"
"SC0","03/12/11","St Mirren","Inverness C",1,2,"A",1,1,"D","E Norris",8,12,4,5,10,6,8,7,0,2,0,0,"2011/12"
"SC0","04/12/11","Dundee United","Celtic",0,1,"A",0,1,"A","C Thomson",4,12,1,4,7,8,2,6,2,0,0,0,"2011/12"
"SC0","10/12/11","Aberdeen","St Mirren",2,2,"D",2,1,"H","S Finnie",8,8,3,4,15,11,2,3,4,2,1,0,"2011/12"
"SC0","10/12/11","Celtic","Hearts",1,0,"H",0,0,"D","C Murray",8,4,5,1,9,14,7,6,0,3,0,0,"2011/12"
"SC0","10/12/11","Hibernian","Rangers",0,2,"A",0,0,"D","I Brines",8,4,4,2,13,8,4,4,1,3,0,0,"2011/12"
"SC0","10/12/11","Inverness C","Dundee United",2,3,"A",1,0,"H","S McLean",7,4,4,2,17,14,4,10,2,2,1,0,"2011/12"
"SC0","10/12/11","St Johnstone","Motherwell",0,3,"A",0,2,"A","A Muir",10,7,1,4,8,13,5,3,1,1,0,0,"2011/12"
"SC0","13/12/11","St Johnstone","Aberdeen",1,2,"A",0,1,"A","S McLean",12,7,8,4,5,11,8,4,0,2,0,1,"2011/12"
"SC0","17/12/11","Aberdeen","Hibernian",1,0,"H",0,0,"D","C Thomson",3,13,1,9,14,14,2,7,1,3,1,0,"2011/12"
"SC0","17/12/11","Hearts","Dunfermline",4,0,"H",2,0,"H","C Richmond",16,8,8,2,6,16,7,6,2,4,0,0,"2011/12"
"SC0","17/12/11","Kilmarnock","Dundee United",1,1,"D",0,0,"D","W Collum",9,19,4,7,7,7,1,11,0,0,0,0,"2011/12"
"SC0","17/12/11","Motherwell","St Mirren",1,1,"D",0,0,"D","C Murray",11,16,8,10,18,5,11,7,5,2,0,0,"2011/12"
"SC0","17/12/11","Rangers","Inverness C",2,1,"H",0,0,"D","B Madden",15,11,8,5,13,16,9,4,3,2,0,0,"2011/12"
"SC0","18/12/11","St Johnstone","Celtic",0,2,"A",0,0,"D","E Norris",4,18,3,11,13,6,3,6,3,1,0,0,"2011/12"
"SC0","24/12/11","Celtic","Kilmarnock",2,1,"H",1,0,"H","G Salmond",10,5,4,2,12,14,8,2,1,2,0,0,"2011/12"
"SC0","24/12/11","Dundee United","Hibernian",3,1,"H",0,1,"A","S O'Reilly",7,4,4,3,5,4,8,6,1,4,0,0,"2011/12"
"SC0","24/12/11","Dunfermline","St Johnstone",0,3,"A",0,1,"A","C Thomson",1,10,0,5,8,9,2,6,0,0,0,0,"2011/12"
"SC0","24/12/11","Hearts","Motherwell",2,0,"H",2,0,"H","C Allan",18,3,9,1,5,15,6,2,0,2,0,0,"2011/12"
"SC0","24/12/11","Inverness C","Aberdeen",2,1,"H",0,0,"D","A Muir",11,5,5,2,11,17,5,4,2,1,0,0,"2011/12"
"SC0","24/12/11","St Mirren","Rangers",2,1,"H",2,1,"H","S McLean",9,6,5,1,9,11,4,2,2,4,0,2,"2011/12"
"SC0","28/12/11","Aberdeen","Hearts",0,0,"D",0,0,"D","B Winter",6,3,1,2,10,6,2,3,1,0,0,0,"2011/12"
"SC0","28/12/11","Celtic","Rangers",1,0,"H",0,0,"D","W Collum",14,6,9,2,11,22,7,4,1,3,0,0,"2011/12"
"SC0","28/12/11","Hibernian","Inverness C",1,1,"D",1,1,"D","S McLean",5,8,2,3,11,13,4,5,3,2,0,0,"2011/12"
"SC0","28/12/11","St Johnstone","Kilmarnock",2,0,"H",2,0,"H","I Brines",12,13,8,6,14,8,6,11,1,1,0,0,"2011/12"
"SC0","28/12/11","St Mirren","Dundee United",2,2,"D",2,2,"D","C Thomson",13,12,7,9,7,12,10,9,0,1,0,0,"2011/12"
"SC0","02/01/12","Dundee United","Aberdeen",1,2,"A",1,0,"H","S McLean",12,7,9,4,10,14,10,1,1,0,0,0,"2011/12"
"SC0","02/01/12","Dunfermline","Celtic",0,3,"A",0,2,"A","I Brines",3,8,0,3,10,4,1,6,2,1,0,0,"2011/12"
"SC0","02/01/12","Hibernian","Hearts",1,3,"A",0,0,"D","C Murray",7,14,2,8,17,7,2,2,4,1,0,0,"2011/12"
"SC0","02/01/12","Kilmarnock","St Mirren",2,1,"H",1,1,"D","B Madden",8,10,4,4,10,11,4,4,1,0,0,0,"2011/12"
"SC0","02/01/12","Rangers","Motherwell",3,0,"H",1,0,"H","E Norris",14,4,10,2,11,14,11,2,2,1,0,0,"2011/12"
"SC0","14/01/12","Aberdeen","Kilmarnock",0,0,"D",0,0,"D","C Murray",7,6,1,3,7,5,9,2,1,1,0,0,"2011/12"
"SC0","14/01/12","Celtic","Dundee United",2,1,"H",2,0,"H","B Winter",11,5,8,3,3,14,7,8,0,2,0,0,"2011/12"
"SC0","14/01/12","Dunfermline","Hibernian",2,3,"A",1,1,"D","A Muir",10,9,6,8,12,12,5,8,2,5,0,0,"2011/12"
"SC0","14/01/12","Hearts","St Mirren",5,2,"H",2,2,"D","S McLean",8,10,5,5,10,14,4,8,1,2,1,0,"2011/12"
"SC0","14/01/12","Motherwell","Inverness C",0,1,"A",0,0,"D","B Madden",9,10,2,5,6,11,8,6,0,0,0,0,"2011/12"
"SC0","14/01/12","St Johnstone","Rangers",1,2,"A",0,1,"A","C Thomson",6,18,1,11,12,13,1,3,1,3,0,0,"2011/12"
"SC0","21/01/12","Dundee United","Motherwell",1,1,"D",1,0,"H","S O'Reilly",11,9,4,6,9,9,2,8,1,1,0,0,"2011/12"
"SC0","21/01/12","Hibernian","St Johnstone",2,3,"A",0,1,"A","E Norris",10,9,3,3,11,19,6,4,2,4,0,0,"2011/12"
"SC0","21/01/12","Inverness C","Hearts",1,0,"H",0,0,"D","G Salmond",9,8,5,3,8,13,2,2,1,3,0,0,"2011/12"
"SC0","21/01/12","Kilmarnock","Dunfermline",0,3,"A",0,1,"A","W Collum",10,8,2,6,10,18,8,2,0,0,0,0,"2011/12"
"SC0","21/01/12","Rangers","Aberdeen",1,1,"D",0,0,"D","I Brines",18,7,8,5,6,18,12,4,1,3,0,0,"2011/12"
